Name,LinkedIn
GLOphotonics,https://www.linkedin.com/company/glophotonics/
Good Chemistry Company [Acquired by SandboxAQ],https://www.linkedin.com/company/goodchemistry
GoodLabs Studio,https://www.linkedin.com/company/goodlabs-studio
Google DeepMind [Acquired by Google],https://www.linkedin.com/company/googledeepmind
GoQuantum,https://www.linkedin.com/company/goquantum
Great Lakes Crystal Technologies (GLCT),https://www.linkedin.com/company/glctech
Grid,https://www.linkedin.com/company/gridpredict
Groove Quantum,https://www.linkedin.com/company/groove-quantum
Groovenauts,https://www.linkedin.com/company/groovenauts/
Guangdong Hottech Industrial,https://www.linkedin.com/company/hottechsemi
"Guangdong Mason Technologies Co., Ltd",https://www.linkedin.com/company/masonled/
Guardion,https://www.linkedin.com/company/guardion/
Gurobi Optimization,https://www.linkedin.com/company/gurobi-optimization/
GWR Instruments,https://www.linkedin.com/company/gwr-instruments-inc./
GXC [Photonics Division],https://www.linkedin.com/company/gxcinc
H-Bar,https://www.linkedin.com/company/h-bar-quantum-consultants
Hafnium Labs,https://www.linkedin.com/company/hafniumlabs
Haiqu,https://www.linkedin.com/company/haiquai
Hamamatsu Photonics,https://www.linkedin.com/company/hamamatsu-photonics-deutschland
Harlin Ltd,https://www.linkedin.com/company/harlin-ltd/?originalSubdomain=uk
HCD Research,https://www.linkedin.com/company/hcd-research/
HCL Technologies,https://www.linkedin.com/company/hcltech/
Heidelberg Instruments,https://www.linkedin.com/company/heidelberg-instruments/
Helia Photonics,https://www.linkedin.com/company/helia-photonics-ltd
Hengtong Optoelectronics,https://www.linkedin.com/company/hengtong-optic-electric-co-ltd
HEQA Security (Formerly QuantLR),https://www.linkedin.com/company/heqa-sec
Hesse Mechatronics,https://www.linkedin.com/company/hesse-mechatronics-usa/
Hewlett Packard Enterprise,https://www.linkedin.com/company/hewlett-packard-enterprise
HGLaser,https://www.linkedin.com/company/hglaser/
High Precision Devices (Acquired by FormFactor),https://www.linkedin.com/company/high-precision-devices
HighQ,https://www.linkedin.com/company/highqtechnologies/
HiQuTe Diamond,https://www.linkedin.com/company/hiqute-diamond/
Hispasat,https://www.linkedin.com/company/hispasat
Hitachi,https://www.linkedin.com/company/hitachi
HKA Marketing Communications,https://www.linkedin.com/company/hka-inc--public-relations
Holland & Knight LLP,https://www.linkedin.com/company/holland-knight-llp
HOLOEYE Photonics,https://www.linkedin.com/company/holoeye-photonics-ag/
Honeywell,https://www.linkedin.com/company/honeywell
Hoptroff,https://www.linkedin.com/company/hoptroff-london/
Horiba,https://www.linkedin.com/company/horiba
Horizon Quantum Computing,https://www.linkedin.com/company/horizon-quantum/
HorizonX Consulting,https://www.linkedin.com/company/horizonxc/
HQS Quantum Simulations,https://www.linkedin.com/company/hqs-quantum-simulations
HSBC,https://www.linkedin.com/company/hsbc/
Huawei Cloud,https://www.linkedin.com/company/huaweicloudapac
HUB Security,https://www.linkedin.com/company/hubtechnologiescom/
HUBER+SUHNER,https://www.linkedin.com/company/hubersuhner/
Hummink,https://www.linkedin.com/company/hummink
HybridQuantum.ai,https://www.linkedin.com/company/hybridquantum-ai/
Hyperion,https://www.linkedin.com/company/hyperion-technologies/
Hyperion Research,https://www.linkedin.com/company/hyperion-research-hpc/
HyperLight,https://www.linkedin.com/company/hyperlight-corporation/
HyperSphere,https://www.linkedin.com/company/hyperspheretech
Hypres,https://www.linkedin.com/company/hypres
HÜBNER Photonics,https://www.linkedin.com/company/hubner-photonics/
Ibermática,https://www.linkedin.com/company/ayesa-i/
IBM,https://www.linkedin.com/company/ibm
Ibsen Photonics,https://www.linkedin.com/company/ibsen-photonics/
Icarus Quantum,https://www.linkedin.com/company/icarus-quantum/
Iceberg Quantum,https://www.linkedin.com/company/iceberg-quantum/
ICEoxford,https://www.linkedin.com/company/iceoxford
Icon Photonics,https://www.linkedin.com/company/icon-photonics/
Icosa Computing,https://www.linkedin.com/company/icosacomputing/
ID Quantique [Acquired by IonQ],https://www.linkedin.com/company/id-quantique-sa
IDEMIA,https://www.linkedin.com/company/idemiagroup
"Igniton, Inc",https://www.linkedin.com/company/igniton-inc/
III-V Epi,https://www.linkedin.com/company/iiivepi/
Imagine Optic,https://www.linkedin.com/company/imagine-optic
imec,https://www.linkedin.com/company/imec/
immixGroup,https://www.linkedin.com/company/immixgroup
Imperium Global Advisors,https://www.linkedin.com/company/imperium-global-advisors
Improvising Careers,https://www.linkedin.com/company/improvising-careers
INA Solutions,https://www.linkedin.com/company/ina-solutions-inc/
INANIBUS Unmanned Systems Inc.,https://www.linkedin.com/company/inanibus-unmanned-systems/
Indesmatech,https://www.linkedin.com/company/indesmatech
indie.inc,https://www.linkedin.com/company/indieinc
Indium Corporation,https://www.linkedin.com/company/indium-corporation
INEX Microtechnology,https://www.linkedin.com/company/inex-microtechnology/
Infineon,https://www.linkedin.com/company/infineon-technologies/
InfiniQuant,https://www.linkedin.com/company/infiniquant
InfinityQ,https://www.linkedin.com/company/infinityq/
Infleqtion,https://www.linkedin.com/company/infq/
InfoSec Global [Acquired by Keyfactor],https://www.linkedin.com/company/infosec-global
Infostellar,https://www.linkedin.com/company/infostellar/
Infosys,https://www.linkedin.com/company/infosys/
Ingenii,https://www.linkedin.com/company/ingeniisolutions/
Inmarsat,https://www.linkedin.com/company/inmarsat
Innatera Nanosystems,https://www.linkedin.com/company/innatera/
InnoLume,https://www.linkedin.com/company/innolume-gmbh/
Innoseis,https://www.linkedin.com/company/innoseis-sensor-technologies/
Inside Quantum Technology,https://www.linkedin.com/company/iqt-inside-quantum-technology
INSILICO,https://www.linkedin.com/company/insilico-kor/
Insilico Medicine,https://www.linkedin.com/company/in-silico-medicine
InSpek,https://www.linkedin.com/company/inspek-solutions
Inspiration-Q,https://www.linkedin.com/company/inspiration-q/?originalSubdomain=es
Institute For Quantum Computing,https://www.linkedin.com/company/institute-for-quantum-computing
Integrated Optics,https://www.linkedin.com/company/integrated-optics
Intel,https://www.linkedin.com/company/intel-corporation
Intelliconnect (CryoCoax),https://www.linkedin.com/company/intelliconnect-group
Intelline,https://www.linkedin.com/company/intelline-inc/
Intense Photonics,https://www.linkedin.com/company/intense-seo-ltd
InterDigital,https://www.linkedin.com/company/interdigital-communications/
Interlune,https://www.linkedin.com/company/interlune/
Intermodulation Products,https://www.linkedin.com/company/intermod-pro/
Internxt,https://www.linkedin.com/company/internxt/
IOETEC,https://www.linkedin.com/company/ioetec/
IonicScale,https://www.linkedin.com/company/ionicscale-llc
Ionoptika,https://www.linkedin.com/company/ionoptika-ltd-/
IonQ,https://www.linkedin.com/company/ionq-co/
"IoT and M2M Technologies, LLC",https://www.linkedin.com/company/iot-and-m2m-technologies-llc/
Iothic Ltd.,https://www.linkedin.com/company/iothic/
IPG Photonics,https://www.linkedin.com/company/ipg-photonics
iPronics,https://www.linkedin.com/company/ipronics/
IQE,https://www.linkedin.com/company/iqe/
IQM,https://www.linkedin.com/company/iqm-quantum-computers/
iQrypto,https://www.linkedin.com/company/iqrypto
IRIS Technology Group,https://www.linkedin.com/company/iris-s-l-/
IronCAP,https://www.linkedin.com/company/ironcap
ISARA Corporation,https://www.linkedin.com/company/isara-corporation
Isentroniq,https://www.linkedin.com/company/isentroniq
Israel Aerospace Industries,https://www.linkedin.com/company/iai
iXblue,https://www.linkedin.com/company/ixblue/
Izovac Photonics,https://www.linkedin.com/company/izovac-group/
Japan Tobacco Inc.,https://www.linkedin.com/company/japan-tobacco-inc-jt/
Jenoptik,https://www.linkedin.com/company/jenoptik/
JEOL,https://www.linkedin.com/company/jeol-ltd/
JiJ,https://www.linkedin.com/company/jijinc/
JoS Quantum,https://www.linkedin.com/company/jos-quantum/
JTEC Consulting LLC,https://www.linkedin.com/company/jtec-consulting-llc/
K&L Gates,https://www.linkedin.com/company/k&l-gates/
K1 Semiconductor,https://www.linkedin.com/company/k1-semiconductor/
KeeQuant,https://www.linkedin.com/company/keequant/
Kelvin Nanotechnology,https://www.linkedin.com/company/kelvin-nanotechnology-ltd/
KETS Quantum Security,https://www.linkedin.com/company/kets-quantum/
Key Management Solutions,https://www.linkedin.com/company/kmssecurity/
Keyfactor,https://www.linkedin.com/company/wearekeyfactor/
Keysight Technologies,https://www.linkedin.com/company/keysight-technologies/
Keystone Photonics,https://www.linkedin.com/company/keystone-photonics-gmbh/
Ki3 Photonics Technologies Inc.,https://www.linkedin.com/company/ki3-photonics-technologies-inc/
KiloLambda Technologies,https://www.linkedin.com/company/kilolambda-technologies/
Kipu Quantum,https://www.linkedin.com/company/kipu-quantum/
Kiutra,https://www.linkedin.com/company/kiutra/
KMLabs,https://www.linkedin.com/company/kapteyn-murnane-laboratories-kmlabs-inc./
KnectIQ,https://www.linkedin.com/company/knectiq-inc-/
Komm.ONE,https://www.linkedin.com/company/komm-one/
Kothar Computing,https://www.linkedin.com/company/kothar-computing/
KPMG,https://www.linkedin.com/company/kpmg-us/
Kromek,https://www.linkedin.com/company/kromek
Krown Technologies,https://www.linkedin.com/company/krownnetwork/
Krytar,https://www.linkedin.com/company/krytar-inc.
KT,https://www.linkedin.com/company/kt
Kuano,https://www.linkedin.com/company/kuano
Kuanticy,https://www.linkedin.com/company/kuanticy-co-ltd/
Kvantify,https://www.linkedin.com/company/kvantify/
KWAN-TEK,https://www.linkedin.com/company/kwan-tek
Kyocera,https://www.linkedin.com/company/kyocera-global
Lake Shore Cryotronics,https://www.linkedin.com/company/lake-shore-cryotronics
LakeDiamond (operations ceased),https://www.linkedin.com/company/lakediamond1
Laser 2000 UK,https://www.linkedin.com/company/laser-2000-uk-ltd/
Laser Components,https://www.linkedin.com/company/laser-components
Laser Quantum,https://www.linkedin.com/company/laser-quantum-a-novanta-company/
Lastwall,https://www.linkedin.com/company/lastwall/
Lattice Materials,https://www.linkedin.com/company/lattice-materials-llc
Lattice Semiconductor,https://www.linkedin.com/company/lattice-semiconductor
LD4B,https://www.linkedin.com/company/ld4b
Leiden Cryogenics,https://www.linkedin.com/company/leiden-cryogenics/
Leidos,https://www.linkedin.com/company/leidos/
Leonardo,https://www.linkedin.com/company/leonardo_company
levelQuantum,https://www.linkedin.com/company/levelquantum
LG Innotek,https://www.linkedin.com/company/lg-innotek
LI-COR Biosciences,https://www.linkedin.com/company/li-cor/
Ligentec,https://www.linkedin.com/company/ligentec
Light Rider,https://www.linkedin.com/company/light-rider/
Light Trace Photonics,https://www.linkedin.com/company/light-trace-photonics/
Lightelligence,https://www.linkedin.com/company/lightelligence-ai/
Lighthouse DIG,https://www.linkedin.com/company/lighthouse-dig
Lightium,https://www.linkedin.com/company/lightium
Lightmatter,https://www.linkedin.com/company/lightmatter
LightOn,https://www.linkedin.com/company/lighton
LightSolver,https://www.linkedin.com/company/lightsolver
Lightsynq [Acquired by IonQ],https://www.linkedin.com/company/lightsynq
Lightwave Photonics,https://www.linkedin.com/company/lightwave-photonics-inc-
Linde,https://www.linkedin.com/company/linde/
LioniX International,https://www.linkedin.com/company/lionix-international
Lithium Lasers,https://www.linkedin.com/company/lithium-lasers
Lockheed Martin,https://www.linkedin.com/company/lockheed-martin
Logiqal,https://www.linkedin.com/company/logiqal-inc/
Longpath Technologies,https://www.linkedin.com/company/longpathtech/
LongWave Photonics,https://www.linkedin.com/company/longwave-photonics-llc/
Lorica Cybersecurity,https://www.linkedin.com/company/lorica-ai/
Low Noise Factory,https://www.linkedin.com/company/low-noise-factory-ab
LPKF Laser & Electronics,https://www.linkedin.com/company/lpkf-laser-electronics-se/
"LQUOM, Inc.",https://www.linkedin.com/company/lquom
LTIMindtree,https://www.linkedin.com/company/ltimindtree/
Luceda Photonics,https://www.linkedin.com/company/luceda/
Lumenisity,https://www.linkedin.com/company/lumenisity-limited
Lumentum,https://www.linkedin.com/company/lumentum/
Lumibird,https://www.linkedin.com/company/lumibird-group/
Lumino Technologies,https://www.linkedin.com/company/lumino-tech
Luminous Computing,https://www.linkedin.com/company/luminous-computing
Lumiphase,https://www.linkedin.com/company/lumiphase
LUNA Innovations,https://www.linkedin.com/company/luna-innovations
LuxQuanta,https://www.linkedin.com/company/luxquanta
Lytid,https://www.linkedin.com/company/teracascade/
M-Labs,https://www.linkedin.com/company/m-labs-limited
Machnes Keini,https://www.linkedin.com/company/machnes-keini
Macnica,https://www.linkedin.com/company/macnica/
MAG4Health,https://www.linkedin.com/company/mag4health/
MagiQ,https://www.linkedin.com/company/magiq-technologies
Magnetic Shields Limited,https://www.linkedin.com/company/magnetic-shields-limited
MAGNOTHERM,https://www.linkedin.com/company/magnotherm
MantiSpectra,https://www.linkedin.com/company/mantispectra
MAQI,https://www.linkedin.com/company/maqi-materials/
Marki Microwave,https://www.linkedin.com/company/marki-microwave
Massive Analytic,https://www.linkedin.com/company/massive-analytic/
Materials Nexus,https://www.linkedin.com/company/matnex/
MathCo,https://www.linkedin.com/company/themathcompany
Matrics2,https://www.linkedin.com/company/symmatrics/
Maybell Quantum Industries,https://www.linkedin.com/company/maybell-quantum/
Mbryonics,https://www.linkedin.com/company/mbryonics/
Meadowlark Optics,https://www.linkedin.com/company/meadowlark-optics/
Megazone Cloud,https://www.linkedin.com/company/megazonecloud/
MEGIN,https://www.linkedin.com/company/megin
memq,https://www.linkedin.com/company/memq/
Menhir Photonics,https://www.linkedin.com/company/menhir-photonics/
Menlo Systems,https://www.linkedin.com/company/menlo-systems
Menten AI,https://www.linkedin.com/company/menten-ai
Merqury Cybersecurity Limited,https://www.linkedin.com/company/merqury/
Mesa Photonics,https://www.linkedin.com/company/mesa-photonics-llc
Mesa Quantum,https://www.linkedin.com/company/mesa-quantum
Mesolight (Xingshuo Nanotech),https://www.linkedin.com/company/mesolight-llc
MicroAlign,https://www.linkedin.com/company/microalign
Microchip Technology Inc.,https://www.linkedin.com/company/microchip-technology/
Micron Photon Devices,https://www.linkedin.com/company/micro-photon-devices
MicroR Systems,https://www.linkedin.com/company/micror-systems
Microsemi Corporation,https://www.linkedin.com/company/microsemi
Microsoft,https://www.linkedin.com/showcase/microsoft-azure/
Millimeter Wave Systems,https://www.linkedin.com/company/millimeter-wave-systems-llc/
Mind Foundry,https://www.linkedin.com/company/mind-foundry
Miraex,https://www.linkedin.com/company/miraex
MIRO Analytical,https://www.linkedin.com/company/miro-analytical-technologies/
mirSense,https://www.linkedin.com/company/mirsense/
"Mitsui & Co., Ltd.",https://www.linkedin.com/company/mitsui-co-ltd-/
MKS Instruments,https://www.linkedin.com/company/mks-instruments
Mode Software Inc.,https://www.linkedin.com/company/mode-software-inc
Modulight,https://www.linkedin.com/company/modulight
MOGLabs,https://www.linkedin.com/company/moglabs/
Mojo Vision,https://www.linkedin.com/company/mojovision
Molecular Quantum Solutions,https://www.linkedin.com/company/molecular-quantum-solutions-aps
Molket,https://www.linkedin.com/company/molket/
Montana Instruments [Acquired by Atlas Copco],https://www.linkedin.com/company/montanainstruments
Moonlight AI,https://www.linkedin.com/company/moonlight-ai/
Morton Photonics Inc.,https://www.linkedin.com/company/morton-photonics-incorporated
Moth Quantum,https://www.linkedin.com/company/mothquantum/
Mphasis,https://www.linkedin.com/company/mphasis/
MPW,https://www.linkedin.com/company/mpw-llc/
MRSI SYSTEMS,https://www.linkedin.com/company/mrsi-systems
Multibeam Corporation,https://www.linkedin.com/company/multibeam-corporation
MultiLane,https://www.linkedin.com/company/multilane
Multiverse Computing,https://www.linkedin.com/company/multiversecomputing
Munich Quantum Instruments,https://www.linkedin.com/company/mqi-munich-quantum-instruments/
Muquans [acquired by iXblue],https://www.linkedin.com/company/muquans
MuShield,https://www.linkedin.com/company/the-mushield-company-inc-
MY CRYO FIRM [Acquired by PASQAL],https://www.linkedin.com/company/my-cryo-firm
Nagarro,https://www.linkedin.com/company/nagarro
Nano Meta Technologies,https://www.linkedin.com/company/nano-meta-technologies-inc.
Nanoacademic Technologies,https://www.linkedin.com/company/nanoacademic-technologies-inc/
Nanoco Technologies,https://www.linkedin.com/company/nanoco-technologies
Nanofiber Quantum Technologies,https://www.linkedin.com/company/nanofiber-quantum-technologies
Nanome,https://www.linkedin.com/company/nanome-inc
NanoPattern Technologies,https://www.linkedin.com/company/nanopattern
nanoPHAB,https://www.linkedin.com/company/nanophab/
Nanophotonica,https://www.linkedin.com/company/nanophotonica-incorporated
nanoplus Nanosystems and Technologies,https://www.linkedin.com/company/nanoplus
Nanoscribe (acquired by [Cellink]),https://www.linkedin.com/company/nanoscribe/
Nanosys,https://www.linkedin.com/company/nanosys
Nanotronics,https://www.linkedin.com/company/nanotronics-imaging/
Nanoxo,https://www.linkedin.com/company/nanoxo
NAVAL GROUP,https://www.linkedin.com/company/naval-group
NEC,https://www.linkedin.com/company/nec
Nemein,https://www.linkedin.com/company/nemein-ltd-
neoLASE,https://www.linkedin.com/company/neolase-gmbh/
neQxt GmbH,https://www.linkedin.com/company/neqxt/
NetraMark [Acquired by Nurosene],https://www.linkedin.com/company/netramark
Neuranics,https://www.linkedin.com/company/neuranics/
NewPhotonics,https://www.linkedin.com/company/newphotonics
Newport,https://www.linkedin.com/company/newport-corporation
NewSpec,https://www.linkedin.com/company/newspec-pty-ltd
Newton Photonics,https://www.linkedin.com/company/newton-photonics
nexAtom,https://www.linkedin.com/company/nexatom-research-and-instruments-pvt-ltd
Next Generation Quantum,https://www.linkedin.com/company/next-gen-quantum/
nextnano GmbH,https://www.linkedin.com/company/nextnano/
Nexus Photonics,https://www.linkedin.com/company/nexusphotonics/
Nicslab,https://www.linkedin.com/company/nicslabofficial/
NIQS Technology,https://www.linkedin.com/company/niqstech/
Nirvanic Consciousness Technologies,https://www.linkedin.com/company/nirvanic-ai/
NKT Photonics [acquired by Hamamatsu],https://www.linkedin.com/company/nkt-photonics
NLM Photonics,https://www.linkedin.com/company/nlm-photonics/
Noblis,https://www.linkedin.com/company/noblis
NodeQ,https://www.linkedin.com/company/nodequantum
Noisy Labs,https://www.linkedin.com/company/noisy-labs/
Nomad Atomics,https://www.linkedin.com/company/nomadatomics
Nomidio,https://www.linkedin.com/company/nomidio/
Noname Security,https://www.linkedin.com/company/nonamesecurity
Nord Quantique,https://www.linkedin.com/company/nord-quantique
NordAmps,https://www.linkedin.com/company/nordamps
Nordic Quantum Computing Group (operations ceased),https://www.linkedin.com/company/nqcg
NordIQuEst,https://www.linkedin.com/company/nordiquest/
Northrop Grumman,https://www.linkedin.com/company/northrop-grumman-corporation
nortus Systronic,https://www.linkedin.com/company/nortus-trading-gmbh
Nova Photonics,https://www.linkedin.com/company/nova-photonics-inc.
Novarion,https://www.linkedin.com/company/novarion/
Novum Industria,https://www.linkedin.com/company/novum-industria
NTT,https://www.linkedin.com/company/ntt/
Nu Quantum,https://www.linkedin.com/company/nu-quantum
NubisAI,https://www.linkedin.com/company/nubisai-inc
NuCrypt,https://www.linkedin.com/company/nucrypt-net/
NuFlare,https://www.linkedin.com/company/nuflare-technology-inc./
Nullspace Inc.,https://www.linkedin.com/company/nullspace-inc
Numana,https://www.linkedin.com/company/numanatech/
Nuvu Cameras Inc.,https://www.linkedin.com/company/nuvucameras
nVent SCHROFF,https://www.linkedin.com/company/nvent-schroff-europe
NVIDIA,https://www.linkedin.com/company/nvidia/
Nvision Imaging Technologies,https://www.linkedin.com/company/nvision-imaging-technologies
NXM Labs,https://www.linkedin.com/company/nxm-labs/
NXP Semiconductors,https://www.linkedin.com/company/nxp-semiconductors
O-m6 Technologies Inc.,https://www.linkedin.com/company/o-m6-technologies-inc/
Oak Ridge National Laboratory Quantum Computing Institute (ORNL),https://www.linkedin.com/company/oak-ridge-national-laboratory/
OAM Photonics,https://www.linkedin.com/company/oam-photonics-llc/
Octave Photonics,https://www.linkedin.com/company/octavephotonics
ODE L3C,https://www.linkedin.com/company/ode-l3c
ODMR Technologies Inc.,https://www.linkedin.com/company/odmr-technologies-inc/
OEwaves Inc.,https://www.linkedin.com/company/oewaves/
Officina Stellare,https://www.linkedin.com/company/officina-stellare-srl/
OFS,https://www.linkedin.com/company/ofs
Oklahoma Quantum,https://www.linkedin.com/company/oklahomaquantum/
Okmetic,https://www.linkedin.com/company/okmetic-oy/
Oliver Wyman,https://www.linkedin.com/company/oliver-wyman
One Silicon Chip Photonics,https://www.linkedin.com/company/one-silicon-chip-photonics/
Oneoq,https://www.linkedin.com/company/oneoq
Onnes Technologies,https://www.linkedin.com/company/onnestechnologies
onsemi,https://www.linkedin.com/company/onsemi/
Opacity,https://www.linkedin.com/company/opacity-quantum
Open Quantum Design (OQD),https://www.linkedin.com/company/open-quantum-design
OpenQuantum,https://www.linkedin.com/company/open-quantum/
Opsys Technologies,https://www.linkedin.com/company/opsys-technologies/
Optagon Photonics,https://www.linkedin.com/company/optagon-photonics
Optalysys,https://www.linkedin.com/company/optalysys
Optence,https://www.linkedin.com/company/optence-e-v-
Optics11,https://www.linkedin.com/company/optics11bv/
Optiwave Systems Inc.,https://www.linkedin.com/company/optiwave-systems
OptQC,https://www.linkedin.com/company/optqc-corp/
OptWare,https://www.linkedin.com/company/optware-gmbh
Orange Quantum Systems,https://www.linkedin.com/company/orangeqs
OrbitsEdge,https://www.linkedin.com/company/orbitsedge
ORCA Computing,https://www.linkedin.com/company/orcacomputing
Orientom,https://www.linkedin.com/company/orientom
Origin Quantum,https://www.linkedin.com/company/origin-quantum
OrionX.net,https://www.linkedin.com/company/orionx-net/
Safran (formerly OROLIA),https://www.linkedin.com/company/safran-navigation-timing/
Orsay Physics,https://www.linkedin.com/company/orsay-physics
Ostendo,https://www.linkedin.com/company/ostendo-technologies
OTI Lumionics,https://www.linkedin.com/company/oti-lumionics
OVHcloud,https://www.linkedin.com/company/ovhgroup/
Oxford Cryosystems,https://www.linkedin.com/company/oxford-cryosystems/
Oxford Instruments,https://www.linkedin.com/company/oxford-instruments
Oxford Ionics [Acquired by IonQ],https://www.linkedin.com/company/oxfordionics
Oxford Lasers,https://www.linkedin.com/company/oxford-lasers/
Oxford Quantum Circuits,https://www.linkedin.com/company/oqc
OZ Optics Ltd.,https://www.linkedin.com/company/oz-optics
Palo Alto Networks,https://www.linkedin.com/company/palo-alto-networks
Pantherun Technologies,https://www.linkedin.com/company/pantherun-technologies/
Papafut Quantum,https://www.linkedin.com/company/papafut/?viewAsMember=true
Paragraf,https://www.linkedin.com/company/paragrafltd
ParityQC,https://www.linkedin.com/company/parityqc
ParTec AG,https://www.linkedin.com/company/partec-ag
Partisia,https://www.linkedin.com/company/partisia
Partow Technologies,https://www.linkedin.com/company/partow-technologies-llc
PASQAL,https://www.linkedin.com/company/pasqal
Patero,https://www.linkedin.com/company/patero-inc/
Pauli Group,https://www.linkedin.com/company/pauli-group/
Peak Quantum,https://www.linkedin.com/company/peak-quantum-computing
Pfeiffer,https://www.linkedin.com/company/pfeiffer-vacuum/
Phantom Photonics,https://www.linkedin.com/company/phantom-photonics
Pharmacelera,https://www.linkedin.com/company/pharmacelera
PharmCADD,https://www.linkedin.com/company/pharmcadd
Phase Space Computing,https://www.linkedin.com/company/circqit
Phasecraft,https://www.linkedin.com/company/phasecraft/
Phaseshift Technologies,https://www.linkedin.com/company/phaseshift-tech
PHIX Photonics Assembly,https://www.linkedin.com/company/phix-photonics/
Phlux Technology,https://www.linkedin.com/company/phluxtechnology/
Phoenix Photonics,https://www.linkedin.com/company/phoenix-photonics-ltd/
Photodigm,https://www.linkedin.com/company/photodigm
Photon Force,https://www.linkedin.com/company/photon-force
Photon Bridge (formerly PHOTON IP),https://www.linkedin.com/company/photonbridge/
Photon Queue,https://www.linkedin.com/company/photon-queue
Photon Spot,https://www.linkedin.com/company/photon-spot-inc.
Photon Technology,https://www.linkedin.com/company/photon-technology-co-ltd/
Photonic Inc.,https://www.linkedin.com/company/teamphotonic
Photonic Solutions Ltd.,https://www.linkedin.com/company/photonic-solutions
Photonic System Inc,https://www.linkedin.com/company/photonic-systems-inc.
PHOTONICPARTS,https://www.linkedin.com/company/photonicparts/
PhotonicsQ,https://www.linkedin.com/company/photonicsq/
Photonis,https://www.linkedin.com/company/photonis
Photonpath,https://www.linkedin.com/company/photonpath
PHPK Technologies,https://www.linkedin.com/company/phpk-technologies
PHYSEC,https://www.linkedin.com/company/physec-gmbh/
Physical Sciences Inc.,https://www.linkedin.com/company/physical-sciences-inc-
Pi Imaging Technology,https://www.linkedin.com/company/pi-imaging-technology
PiCard Systems,https://www.linkedin.com/company/picard-systems/
PicoQuant,https://www.linkedin.com/company/picoquant
Picosun Group,https://www.linkedin.com/company/picosun
PiDust,https://www.linkedin.com/company/pidust
Pilot Photonics,https://www.linkedin.com/company/pilotphotonics/
PINC,https://www.linkedin.com/company/pinctech
PioniQ,https://www.linkedin.com/company/pioniq-technologies/
Pivotport,https://www.linkedin.com/company/pivotport-inc./?original_referer=https%3A%2F%2Fwww%2Egoogle%2Ecom%2F&originalSubdomain=hk
Pixel Photonics,https://www.linkedin.com/company/pixelphotonics
Planckian,https://www.linkedin.com/company/planckian
Planerio GmbH,https://www.linkedin.com/company/planerio
PlanetAI Space,https://www.linkedin.com/company/planetai-space/
planqc,https://www.linkedin.com/company/planqc/
Plasma-Therm,https://www.linkedin.com/company/plasma-therm/
Plassys Bestek,https://www.linkedin.com/company/plassys-bestek/
Polar Analysis,https://www.linkedin.com/company/polar-analysis/?trk=similar-pages
POLARISqb,https://www.linkedin.com/company/polarisqb
Polariton Technologies Ltd.,https://www.linkedin.com/company/polariton-technologies
Polo Research,https://www.linkedin.com/company/polo-research/
Polygon Physics,https://www.linkedin.com/company/polygon-physics
Polyphase Microwave,https://www.linkedin.com/company/polyphase-microwave-inc-
Polyteknik,https://www.linkedin.com/company/polyteknik-a-s/
Post-Quantum,https://www.linkedin.com/company/post-quantum
PowerPhotonic,https://www.linkedin.com/company/powerphotonic
PQSecure,https://www.linkedin.com/company/pqsecure
PQShield,https://www.linkedin.com/company/pqshield
Pramatra Space,https://www.linkedin.com/company/pramatra-space/
Pranalytica,https://www.linkedin.com/company/pranalytica/
Precilasers,https://www.linkedin.com/company/precilasers-europe/
PrenishQ,https://www.linkedin.com/company/prenishq
Prevac,https://www.linkedin.com/company/prevac-sp-z-o-o/
Price Waterhouse Cooper (PwC),https://www.linkedin.com/company/pwc/
Pride Cryogenics,https://www.linkedin.com/company/724pridecryogenics
Princeton Innotech,https://www.linkedin.com/company/princeton-innotech-inc
Pristine Diamonds,https://www.linkedin.com/company/pristine-diamonds-private-limited
Project 11,https://www.linkedin.com/company/p-11
Promete,https://www.linkedin.com/company/promete-srl
Pronoia Energy,https://www.linkedin.com/company/pronoiaenergy
ProteinQure,https://www.linkedin.com/company/proteinqure
Protiviti,https://www.linkedin.com/company/protiviti/
Proton VPN,https://www.linkedin.com/company/protonprivacy/
PROUD Technology,https://www.linkedin.com/company/proudtechnology
PsiQuantum,https://www.linkedin.com/company/psiquantum-ltd
Psirch,https://www.linkedin.com/company/psirch/
Pureon,https://www.linkedin.com/company/pureongroup/
PureVPN,https://www.linkedin.com/showcase/purevpncom
Q&Co,https://www.linkedin.com/company/qndco-quantum-computing/
Q&I,https://www.linkedin.com/company/q&iltd
Q*Bird,https://www.linkedin.com/company/q-bird
Q-Alchemy,https://www.linkedin.com/showcase/q-alchemy
Q-Block Computing Inc.,https://www.linkedin.com/company/q-block
Q-CTRL,https://www.linkedin.com/company/q-ctrl
Q-iSIM,https://www.linkedin.com/company/q-isim/
Q. BPO Consulting,https://www.linkedin.com/company/q-bpo-consulting/
Q.ANT,https://www.linkedin.com/company/qant
Q1t,https://www.linkedin.com/company/q1t-bv
q99,https://www.linkedin.com/company/q99
qAIntum.ai Inc.,https://www.linkedin.com/company/qaintum-ai/
Qaisec,https://www.linkedin.com/company/qaisec
Qamia,https://www.linkedin.com/company/qamia-ai
QANplatform,https://www.linkedin.com/company/qanplatform/
Qapitan Quantum,https://www.linkedin.com/company/qapitan/
